Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Onur ps5,2021-01-01 20:33:05,00:20:57,,How I Met Your Mother: 4. Sezon: Küçük Minnesota (Bölüm 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:02,00:21:02,TR (Turkey)
Onur ps5,2021-01-01 20:00:49,00:20:36,,How I Met Your Mother: 4. Sezon: Kavga (Bölüm 10),,Netflix Windows App - Cadmium Windows Mobile,00:20:50,00:20:50,TR (Turkey)
Onur ps5,2021-01-01 19:39:50,00:20:53,,How I Met Your Mother: 4. Sezon: Çıplak Adam (Bölüm 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:10,00:21:10,TR (Turkey)
Onur ps5,2021-01-01 18:51:59,00:21:07,,How I Met Your Mother: 4. Sezon: Woooo! (Bölüm 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:22,00:21:22,TR (Turkey)
Onur ps5,2021-01-01 18:30:42,00:21:12,,How I Met Your Mother: 4. Sezon: Baba Olmama Günü (Bölüm 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:18,00:21:18,TR (Turkey)
Onur ps5,2021-01-01 18:10:34,00:20:04,,How I Met Your Mother: 4. Sezon: Sonsuza Dek Mutlu (Bölüm 6),,Netflix Windows App - Cadmium Windows Mobile,00:20:18,00:20:18,TR (Turkey)
Onur ps5,2021-01-01 18:10:19,00:00:11,,How I Met Your Mother: 4. Sezon: Shelter Adası (Bölüm 5),,Netflix Windows App - Cadmium Windows Mobile,00:00:11,00:00:11,TR (Turkey)
Onur ps5,2021-01-01 15:22:12,00:21:36,,How I Met Your Mother: 4. Sezon: Shelter Adası (Bölüm 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:25,Not latest view,TR (Turkey)
Onur ps5,2021-01-01 14:58:14,00:21:07,,How I Met Your Mother: 4. Sezon: Müdahale (Bölüm 4),,Netflix Windows App - Cadmium Windows Mobile,00:21:14,00:21:14,TR (Turkey)
Onur ps5,2021-01-01 14:21:14,00:21:03,,How I Met Your Mother: 4. Sezon: New Jersey'i Seviyorum (Bölüm 3),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,TR (Turkey)
Onur ps5,2021-01-01 13:58:15,00:21:59,,How I Met Your Mother: 4. Sezon: New York'un En İyi Hamburgeri (Bölüm 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:45,00:21:45,TR (Turkey)
Onur ps5,2021-01-01 13:36:49,00:21:22,,How I Met Your Mother: 4. Sezon: Seni Tanıyor muyum? (Bölüm 1),,Netflix Windows App - Cadmium Windows Mobile,00:21:30,00:21:30,TR (Turkey)
Onur ps5,2021-01-01 13:15:24,00:21:21,,How I Met Your Mother: 3. Sezon: Mucizeler (Bölüm 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:43,00:21:43,TR (Turkey)
Onur ps5,2021-01-01 12:48:57,00:20:41,,How I Met Your Mother: 3. Sezon: Hepsi Satılık (Bölüm 19),,Netflix Windows App - Cadmium Windows Mobile,00:20:48,00:20:48,TR (Turkey)
Onur ps5,2021-01-01 12:20:28,00:21:16,,How I Met Your Mother: 3. Sezon: Telafi Kankası (Bölüm 18),,Netflix Windows App - Cadmium Windows Mobile,00:21:26,00:21:26,TR (Turkey)
Onur ps5,2021-01-01 11:58:57,00:21:27,,How I Met Your Mother: 3. Sezon: Keçi (Bölüm 17),,Netflix Windows App - Cadmium Windows Mobile,00:21:38,00:21:38,TR (Turkey)
Onur ps5,2021-01-01 11:36:41,00:22:04,,How I Met Your Mother: 3. Sezon: Kumdan Kaleler (Bölüm 16),,Netflix Windows App - Cadmium Windows Mobile,00:21:20,00:21:20,TR (Turkey)
Onur ps5,2021-01-01 11:15:23,00:21:14,,How I Met Your Mother: 3. Sezon: Bağırma Zinciri (Bölüm 15),,Netflix Windows App - Cadmium Windows Mobile,00:21:31,00:21:31,TR (Turkey)
Onur ps5,2021-01-01 10:54:36,00:20:10,,How I Met Your Mother: 3. Sezon: Liste (Bölüm 14),,Netflix Windows App - Cadmium Windows Mobile,00:20:17,00:20:17,TR (Turkey)
Onur ps5,2021-01-01 10:25:56,00:21:19,,How I Met Your Mother: 3. Sezon: On Seans (Bölüm 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:27,Not latest view,TR (Turkey)
Onur ps5,2021-01-01 10:25:32,00:00:19,,How I Met Your Mother: 1. Sezon: Limuzin (Bölüm 11),,Netflix Windows App - Cadmium Windows Mobile,00:00:19,00:00:19,TR (Turkey)
Onur ps5,2021-01-01 02:27:34,00:20:29,,How I Met Your Mother: 3. Sezon: Yarın Yok (Bölüm 12),,Apple iPhone XR,00:20:51,00:20:51,TR (Turkey)
Onur ps5,2020-12-30 22:18:50,00:20:46,,How I Met Your Mother: 3. Sezon: Platin Kural (Bölüm 11),,Apple iPhone XR,00:20:59,00:20:59,TR (Turkey)
Onur ps5,2020-12-30 22:10:08,00:08:39,,How I Met Your Mother: 3. Sezon: Bağlantı Kopması (Bölüm 10),,Apple iPhone XR,00:21:18,00:21:18,TR (Turkey)
Onur ps5,2020-12-30 17:46:03,00:12:17,,How I Met Your Mother: 3. Sezon: Bağlantı Kopması (Bölüm 10),,Apple iPhone XR,00:12:09,Not latest view,TR (Turkey)
Onur ps5,2020-12-30 11:52:29,00:21:07,,How I Met Your Mother: 3. Sezon: Tokat Günü (Bölüm 9),,Apple iPhone XR,00:21:12,00:21:12,TR (Turkey)
Onur ps5,2020-12-29 22:29:44,00:14:59,,How I Met Your Mother: 3. Sezon: Kötü Alışkanlıklar (Bölüm 8),,Apple iPhone XR,00:20:40,00:20:40,TR (Turkey)
Onur ps5,2020-12-29 22:21:29,00:04:59,,How I Met Your Mother: 3. Sezon: Kötü Alışkanlıklar (Bölüm 8),,Apple iPhone XR,00:05:10,Not latest view,TR (Turkey)
Onur ps5,2020-12-29 21:59:01,00:20:47,,How I Met Your Mother: 3. Sezon: Dowisetrepla (Bölüm 7),,Apple iPhone XR,00:20:39,00:20:39,TR (Turkey)
Onur ps5,2020-12-29 21:37:48,00:21:10,,How I Met Your Mother: 3. Sezon: Ben O Adam Değilim (Bölüm 6),,Apple iPhone XR,00:21:21,00:21:21,TR (Turkey)
Onur ps5,2020-12-29 21:32:56,00:21:47,,How I Met Your Mother: 1. Sezon: Ananas Olayı (Bölüm 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:54,00:21:54,TR (Turkey)
Onur ps5,2020-12-29 21:16:35,00:21:10,,How I Met Your Mother: 3. Sezon: Diğer Herkesle Nasıl Tanıştım? (Bölüm 5),,Apple iPhone XR,00:21:21,00:21:21,TR (Turkey)
Onur ps5,2020-12-29 21:11:09,00:21:43,,How I Met Your Mother: 1. Sezon: Bıktıran Hindi (Bölüm 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:50,00:21:50,TR (Turkey)
Onur ps5,2020-12-29 20:51:28,00:21:14,,How I Met Your Mother: 3. Sezon: Çocuklar (Bölüm 4),,Apple iPhone XR,00:21:11,00:21:11,TR (Turkey)
Onur ps5,2020-12-29 20:24:59,00:23:01,,How I Met Your Mother: 1. Sezon: Düello (Bölüm 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:53,00:21:53,TR (Turkey)
Onur ps5,2020-12-29 20:24:18,00:00:36,,How I Met Your Mother: 3. Sezon: Çocuklar (Bölüm 4),,Netflix Windows App - Cadmium Windows Mobile,00:00:36,Not latest view,TR (Turkey)
Onur ps5,2020-12-28 23:17:54,00:19:53,,How I Met Your Mother: 3. Sezon: Üçteker (Bölüm 3),,Apple iPhone XR,00:21:17,00:21:17,TR (Turkey)
Onur ps5,2020-12-28 23:17:41,00:00:06,,How I Met Your Mother: 3. Sezon: Bekle (Bölüm 1),,Apple iPhone XR,00:20:36,00:20:36,TR (Turkey)
Onur ps5,2020-12-28 22:50:59,00:00:51,,How I Met Your Mother: 3. Sezon: Üçteker (Bölüm 3),,Netflix Windows App - Cadmium Windows Mobile,00:00:51,Not latest view,TR (Turkey)
Onur ps5,2020-12-28 22:28:55,00:21:46,,How I Met Your Mother: 3. Sezon: Biz Buralı Değiliz (Bölüm 2),,Netflix Windows App - Cadmium Windows Mobile,00:20:51,00:20:51,TR (Turkey)
Onur ps5,2020-12-28 22:07:21,00:20:22,,How I Met Your Mother: 3. Sezon: Bekle (Bölüm 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:30,Not latest view,TR (Turkey)
Onur ps5,2020-12-28 22:07:10,00:00:07,,How I Met Your Mother: 2. Sezon: Ödünç Alınmış Bir Şey (Bölüm 21),,Netflix Windows App - Cadmium Windows Mobile,00:00:07,00:00:07,TR (Turkey)
Onur ps5,2020-12-27 22:54:14,00:21:18,,How I Met Your Mother: 2. Sezon: Mavi Bir Şey (Bölüm 22),,Apple iPhone XR,00:21:53,00:21:53,TR (Turkey)
Onur ps5,2020-12-27 22:32:43,00:21:20,,How I Met Your Mother: 2. Sezon: Ödünç Alınmış Bir Şey (Bölüm 21),,Apple iPhone XR,00:21:33,Not latest view,TR (Turkey)
Onur ps5,2020-12-27 22:06:45,00:21:28,,How I Met Your Mother: 2. Sezon: Kaç Para? (Bölüm 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:37,00:21:37,TR (Turkey)
Onur ps5,2020-12-27 21:36:00,00:21:35,,How I Met Your Mother: 2. Sezon: Bekârlığa Veda Partisi (Bölüm 19),,Netflix Windows App - Cadmium Windows Mobile,00:21:49,00:21:49,TR (Turkey)
Onur ps5,2020-12-27 21:00:59,00:21:44,,How I Met Your Mother: 2. Sezon: Taşınma Günü (Bölüm 18),,Netflix Windows App - Cadmium Windows Mobile,00:21:51,00:21:51,TR (Turkey)
Onur ps5,2020-12-27 00:54:12,00:20:59,,"How I Met Your Mother: 2. Sezon: Arrivederci, Fiero (Bölüm 17)",,Apple iPhone XR,00:21:21,00:21:21,TR (Turkey)
Onur ps5,2020-12-27 00:33:00,00:21:08,,How I Met Your Mother: 2. Sezon: Eşyalar (Bölüm 16),,Apple iPhone XR,00:21:44,00:21:44,TR (Turkey)
Onur ps5,2020-12-25 23:35:10,00:00:02,,How I Met Your Mother: 2. Sezon: Eşyalar (Bölüm 16),,Apple iPhone XR,00:00:02,Not latest view,TR (Turkey)
Onur ps5,2020-12-25 23:09:54,00:20:42,,How I Met Your Mother: 2. Sezon: Şanslı Çeyreklik (Bölüm 15),,Apple iPhone XR,00:21:21,00:21:21,TR (Turkey)
Onur ps5,2020-12-25 22:46:12,00:21:19,,How I Met Your Mother: 2. Sezon: Pazartesi Gecesi Futbolu (Bölüm 14),,Netflix Windows App - Cadmium Windows Mobile,00:21:19,00:21:19,TR (Turkey)
Onur ps5,2020-12-25 22:21:10,00:21:40,,How I Met Your Mother: 2. Sezon: Kolonlar (Bölüm 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:52,00:21:52,TR (Turkey)
Onur ps5,2020-12-25 21:57:38,00:21:36,,How I Met Your Mother: 2. Sezon: İlk Defa New York'ta (Bölüm 12),,Netflix Windows App - Cadmium Windows Mobile,00:21:35,00:21:35,TR (Turkey)
Onur ps5,2020-12-25 21:34:28,00:21:35,,How I Met Your Mother: 2. Sezon: Lily Noel'i Nasıl Mahvetti? (Bölüm 11),,Netflix Windows App - Cadmium Windows Mobile,00:21:47,00:21:47,TR (Turkey)
Onur ps5,2020-12-25 21:34:07,00:00:16,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Netflix Windows App - Cadmium Windows Mobile,00:00:16,00:00:16,TR (Turkey)
Onur ps5,2020-12-24 22:48:26,00:21:34,,How I Met Your Mother: 2. Sezon: Bekâr Gücü (Bölüm 10),,Apple iPhone XR,00:21:50,00:21:50,TR (Turkey)
Onur ps5,2020-12-24 22:47:48,00:00:36,,How I Met Your Mother: 2. Sezon: Tokat İddiası (Bölüm 9),,Apple iPhone XR,00:21:48,00:21:48,TR (Turkey)
Onur ps5,2020-12-24 22:26:43,00:21:00,,How I Met Your Mother: 2. Sezon: Tokat İddiası (Bölüm 9),,Apple iPhone XR,00:21:12,Not latest view,TR (Turkey)
Onur ps5,2020-12-24 22:25:59,00:00:42,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Apple iPhone XR,00:21:49,Not latest view,TR (Turkey)
Onur ps5,2020-12-24 22:20:43,00:02:02,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Apple iPhone XR,00:21:07,Not latest view,TR (Turkey)
Onur ps5,2020-12-23 22:55:18,00:05:57,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Apple iPhone XR,00:19:05,Not latest view,TR (Turkey)
Onur ps5,2020-12-23 22:49:59,00:01:45,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Apple iPhone XR,00:13:18,Not latest view,TR (Turkey)
Onur ps5,2020-12-23 22:17:52,00:10:27,,How I Met Your Mother: 2. Sezon: Atlantic City (Bölüm 8),,Apple iPhone XR,00:11:32,Not latest view,TR (Turkey)
Onur ps5,2020-12-23 21:46:33,00:21:27,,How I Met Your Mother: 2. Sezon: Swarley (Bölüm 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:41,00:21:41,TR (Turkey)
Onur ps5,2020-12-23 21:24:05,00:21:40,,How I Met Your Mother: 2. Sezon: Aldrin Adaleti (Bölüm 6),,Netflix Windows App - Cadmium Windows Mobile,00:21:55,00:21:55,TR (Turkey)
Onur ps5,2020-12-23 21:23:15,00:00:11,,How I Met Your Mother: 2. Sezon: Aldrin Adaleti (Bölüm 6),,Chrome PC (Cadmium),00:00:11,Not latest view,TR (Turkey)
Onur ps5,2020-12-23 21:23:08,00:00:04,,How I Met Your Mother: 2. Sezon: Dünyanın En Harika Çifti (Bölüm 5),,Chrome PC (Cadmium),00:20:53,00:20:53,TR (Turkey)
Onur ps5,2020-12-22 23:09:01,00:20:46,,How I Met Your Mother: 2. Sezon: Dünyanın En Harika Çifti (Bölüm 5),,Apple iPhone XR,00:21:38,Not latest view,TR (Turkey)
Onur ps5,2020-12-22 22:48:03,00:20:52,,How I Met Your Mother: 2. Sezon: Mimar Ted Mosby (Bölüm 4),,Apple iPhone XR,00:21:47,00:21:47,TR (Turkey)
Onur ps5,2020-12-22 22:26:48,00:21:11,,How I Met Your Mother: 2. Sezon: Brunch (Bölüm 3),,Apple iPhone XR,00:21:27,00:21:27,TR (Turkey)
Onur ps5,2020-12-21 22:54:04,00:21:29,,How I Met Your Mother: 2. Sezon: Akrep ve Kurbağa (Bölüm 2),,Apple iPhone XR,00:21:39,00:21:39,TR (Turkey)
Onur ps5,2020-12-21 22:33:29,00:20:30,,How I Met Your Mother: 2. Sezon: Nerede Kalmıştık? (Bölüm 1),,Apple iPhone XR,00:20:54,00:20:54,TR (Turkey)
Onur ps5,2020-12-21 22:12:22,00:20:58,,How I Met Your Mother: 1. Sezon: Hadisene! (Bölüm 22),,Apple iPhone XR,00:21:50,00:21:50,TR (Turkey)
Onur ps5,2020-12-21 21:38:44,00:21:12,,How I Met Your Mother: 1. Sezon: Süt (Bölüm 21),,Netflix Windows App - Cadmium Windows Mobile,00:21:37,00:21:37,TR (Turkey)
Onur ps5,2020-12-21 21:17:24,00:21:16,,How I Met Your Mother: 1. Sezon: Unutulmaz Balo (Bölüm 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,TR (Turkey)
Onur ps5,2020-12-21 20:55:30,00:21:51,,How I Met Your Mother: 1. Sezon: Avukat Asistanı Mary (Bölüm 19),,Netflix Windows App - Cadmium Windows Mobile,00:21:58,00:21:58,TR (Turkey)
Onur ps5,2020-12-21 18:13:17,00:16:31,,How I Met Your Mother: 1. Sezon: Gece İkiden Sonra İyi Bir Şey Olmaz (Bölüm 18),,Apple iPhone XR,00:21:39,00:21:39,TR (Turkey)
Onur ps5,2020-12-20 23:07:44,00:21:31,,How I Met Your Mother: 1. Sezon: Goriller Arasında Yaşam (Bölüm 17),,Apple iPhone XR,00:21:44,00:21:44,TR (Turkey)
Onur ps5,2020-12-20 22:46:53,00:20:43,,How I Met Your Mother: 1. Sezon: Kapkek (Bölüm 16),,Apple iPhone XR,00:21:35,00:21:35,TR (Turkey)
Onur ps5,2020-12-20 22:09:49,00:21:47,,How I Met Your Mother: 1. Sezon: Oyun Gecesi (Bölüm 15),,Netflix Windows App - Cadmium Windows Mobile,00:21:47,00:21:47,TR (Turkey)
Onur ps5,2020-12-20 21:47:44,00:22:00,,How I Met Your Mother: 1. Sezon: İlkler (Bölüm 14),,Netflix Windows App - Cadmium Windows Mobile,00:22:17,00:22:17,TR (Turkey)
Onur ps5,2020-12-20 21:22:31,00:21:24,,How I Met Your Mother: 1. Sezon: Trampet Sesleri (Bölüm 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:53,00:21:53,TR (Turkey)
Onur ps5,2020-12-20 21:21:01,00:01:22,,How I Met Your Mother: 1. Sezon: Düğün (Bölüm 12),,Netflix Windows App - Cadmium Windows Mobile,00:05:52,00:05:52,TR (Turkey)
Onur ps5,2020-12-19 01:56:06,00:16:58,,How I Met Your Mother: 1. Sezon: Düğün (Bölüm 12),,Apple iPhone XR,00:00:00,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 01:32:47,00:21:20,,How I Met Your Mother: 1. Sezon: Limuzin (Bölüm 11),,Apple iPhone XR,00:21:43,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 01:14:27,00:17:57,,How I Met Your Mother: 1. Sezon: Ananas Olayı (Bölüm 10),,Apple iPhone XR,00:21:46,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 01:10:13,00:04:04,,How I Met Your Mother: 1. Sezon: Ananas Olayı (Bölüm 10),,Apple iPhone XR,00:00:02,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 01:10:08,00:00:02,,How I Met Your Mother: 1. Sezon: Bıktıran Hindi (Bölüm 9),,Apple iPhone XR,00:21:16,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 00:38:14,00:21:44,,How I Met Your Mother: 1. Sezon: Bıktıran Hindi (Bölüm 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:41,Not latest view,TR (Turkey)
Onur ps5,2020-12-19 00:10:55,00:21:36,,How I Met Your Mother: 1. Sezon: Düello (Bölüm 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:54,Not latest view,TR (Turkey)
Onur ps5,2020-12-18 23:45:32,00:21:39,,How I Met Your Mother: 1. Sezon: Çöpçatan (Bölüm 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:39,00:21:39,TR (Turkey)
Onur ps5,2020-12-18 23:22:03,00:21:52,,How I Met Your Mother: 1. Sezon: Kaşar Bal Kabağı (Bölüm 6),,Netflix Windows App - Cadmium Windows Mobile,00:21:47,00:21:47,TR (Turkey)
Onur ps5,2020-12-18 22:59:41,00:21:32,,How I Met Your Mother: 1. Sezon: Okay mi? Müthiş! (Bölüm 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:46,00:21:46,TR (Turkey)
Onur ps5,2020-12-18 22:26:10,00:21:35,,How I Met Your Mother: 1. Sezon: Gömleğin Dönüşü (Bölüm 4),,Netflix Windows App - Cadmium Windows Mobile,00:21:41,00:21:41,TR (Turkey)
Onur ps5,2020-12-18 22:25:39,00:00:10,,How I Met Your Mother: 1. Sezon: Özgürlüğün Tadı (Bölüm 3),,Netflix Windows App - Cadmium Windows Mobile,00:20:11,00:20:11,TR (Turkey)
Onur ps5,2020-12-16 22:53:44,00:20:40,,How I Met Your Mother: 1. Sezon: Özgürlüğün Tadı (Bölüm 3),,Chrome PC (Cadmium),00:20:54,Not latest view,TR (Turkey)
Onur ps5,2020-12-16 22:32:07,00:21:35,,How I Met Your Mother: 1. Sezon: Mor Zürafa (Bölüm 2),,Chrome PC (Cadmium),00:21:45,00:21:45,TR (Turkey)
Onur ps5,2020-12-07 22:31:59,00:07:17,,The Last Dance: Mini Dizi: Bölüm 1 (Bölüm 1),,Netflix Windows App - Cadmium Windows Mobile,00:07:17,00:07:17,TR (Turkey)
Onur ps5,2020-12-07 22:29:58,00:00:03,,The Last Dance: Mini Dizi: Bölüm 1 (Bölüm 1),,Apple iPhone XR,00:00:03,Not latest view,TR (Turkey)
Onur ps5,2020-12-05 23:20:58,00:26:41,,Big Mouth: 4. Sezon: Ne Yapacaksın? (Bölüm 10),,Apple iPhone XR,00:26:49,00:26:49,TR (Turkey)
Onur ps5,2020-12-05 22:54:23,00:25:16,,Big Mouth: 4. Sezon: Korku Evi (Bölüm 9),,Apple iPhone XR,00:25:38,00:25:38,TR (Turkey)
Onur ps5,2020-12-05 22:30:38,00:23:34,,Big Mouth: 4. Sezon: Cenaze (Bölüm 8),,Apple iPhone XR,00:25:14,00:25:14,TR (Turkey)
Onur ps5,2020-12-05 20:24:56,00:26:12,,Big Mouth: 4. Sezon: El Yordamı Hakkında Dört Öykü (Bölüm 7),,Netflix Windows App - Cadmium Windows Mobile,00:25:52,00:25:52,TR (Turkey)
Onur ps5,2020-12-05 19:59:33,00:24:49,,Big Mouth: 4. Sezon: Nick Starr (Bölüm 6),,Netflix Windows App - Cadmium Windows Mobile,00:24:49,00:24:49,TR (Turkey)
Onur ps5,2020-12-05 19:33:48,00:25:40,,Big Mouth: 4. Sezon: Çok Özel Bir 11 Eylül Bölümü (Bölüm 5),,Netflix Windows App - Cadmium Windows Mobile,00:26:07,00:26:07,TR (Turkey)
Onur ps5,2020-12-05 19:33:33,00:00:11,,Big Mouth: 4. Sezon: Çok Özel Bir 11 Eylül Bölümü (Bölüm 5),,Netflix Windows App - Cadmium Windows Mobile,00:00:11,Not latest view,TR (Turkey)
Onur ps5,2020-12-05 17:18:03,00:24:25,,Big Mouth: 4. Sezon: Kafeterya Kızları (Bölüm 4),,Apple iPhone XR,00:25:07,00:25:07,TR (Turkey)
Onur ps5,2020-12-05 16:53:03,00:24:43,,Big Mouth: 4. Sezon: Kaka Cinneti (Bölüm 3),,Apple iPhone XR,00:25:45,00:25:45,TR (Turkey)
Onur ps5,2020-12-05 16:28:01,00:24:21,,Big Mouth: 4. Sezon: En Şiddetli Regl (Bölüm 2),,Apple iPhone XR,00:24:53,00:24:53,TR (Turkey)
Onur ps5,2020-12-05 16:09:31,00:18:25,,Big Mouth: 4. Sezon: Yeni Bir Ben (Bölüm 1),,Apple iPhone XR,00:25:15,00:25:15,TR (Turkey)
Onur ps5,2020-12-05 15:57:40,00:07:30,,Big Mouth: 4. Sezon: Yeni Bir Ben (Bölüm 1),,Netflix Windows App - Cadmium Windows Mobile,00:07:30,Not latest view,TR (Turkey)
Onur ps5,2020-12-05 15:57:07,00:00:08,,Big Mouth: 4. Sezon: Yeni Bir Ben (Bölüm 1),,Apple iPhone XR,00:02:04,Not latest view,TR (Turkey)
Onur ps5,2020-12-02 23:50:11,00:45:28,,Dogs of Berlin: 1. Sezon: Zafer Kutlaması (Bölüm 10),,Apple iPhone XR,00:57:58,00:57:58,TR (Turkey)
Onur ps5,2020-12-02 22:59:31,00:50:06,,Dogs of Berlin: 1. Sezon: Uzatma (Bölüm 9),,Apple iPhone XR,00:55:46,00:55:46,TR (Turkey)
Onur ps5,2020-12-02 22:07:02,00:34:00,,The Playbook: 1. Sezon: José Mourinho: Bir Antrenörün Hayat Kuralları (Bölüm 3),,Apple iPhone XR,00:33:40,00:33:40,TR (Turkey)
Onur ps5,2020-12-02 00:40:01,00:37:00,,Dogs of Berlin: 1. Sezon: Millî Maç (Bölüm 8),,Apple iPhone XR,00:50:00,00:50:00,TR (Turkey)
Onur ps5,2020-12-01 23:57:03,00:41:51,,Dogs of Berlin: 1. Sezon: Derbi (Bölüm 7),,Apple iPhone XR,00:50:21,00:50:21,TR (Turkey)
Onur ps5,2020-12-01 23:26:35,00:26:53,,Dogs of Berlin: 1. Sezon: Ofsayt (Bölüm 6),,Apple iPhone XR,00:49:55,00:49:55,TR (Turkey)
Onur ps5,2020-12-01 22:54:44,00:17:52,,Dogs of Berlin: 1. Sezon: Ofsayt (Bölüm 6),,Apple iPhone XR,00:18:22,Not latest view,TR (Turkey)
Onur ps5,2020-12-01 22:54:26,00:00:13,,Dogs of Berlin: 1. Sezon: Ofsayt (Bölüm 6),,Apple iPhone XR,00:00:13,Not latest view,TR (Turkey)
Onur ps5,2020-12-01 01:05:25,00:22:09,,Dogs of Berlin: 1. Sezon: Faul (Bölüm 5),,Apple iPhone XR,00:49:35,00:49:35,TR (Turkey)
Onur ps5,2020-12-01 00:43:23,00:21:27,,Dogs of Berlin: 1. Sezon: Faul (Bölüm 5),,Apple iPhone XR,00:22:47,Not latest view,TR (Turkey)
Onur ps5,2020-12-01 00:16:05,00:17:57,,Dogs of Berlin: 1. Sezon: Kolay Maç (Bölüm 4),,Apple iPhone XR,00:54:53,00:54:53,TR (Turkey)
Onur ps5,2020-11-30 23:16:09,00:32:16,,Dogs of Berlin: 1. Sezon: Kolay Maç (Bölüm 4),,Apple iPhone XR,00:36:46,Not latest view,TR (Turkey)
Onur ps5,2020-11-29 23:38:06,00:39:35,,Dogs of Berlin: 1. Sezon: Çarpışma (Bölüm 3),,Apple iPhone XR,00:49:25,00:49:25,TR (Turkey)
Onur ps5,2020-11-29 22:46:36,00:43:55,,Dogs of Berlin: 1. Sezon: Takım (Bölüm 2),,Apple iPhone XR,00:54:55,00:54:55,TR (Turkey)
Onur ps5,2020-11-29 06:36:52,00:01:08,,GLOW: 1. Sezon: Yere Çök. İtaat Et. (Bölüm 2),,iPad Air 2 WiFi,00:10:12,00:10:12,TR (Turkey)
Onur ps5,2020-11-28 20:51:27,00:59:04,,Dogs of Berlin: 1. Sezon: VIP (Bölüm 1),,iPad Air 2 WiFi,00:59:54,00:59:54,TR (Turkey)
Onur ps5,2020-11-25 22:15:11,00:07:22,,GLOW: 1. Sezon: Yere Çök. İtaat Et. (Bölüm 2),,Chrome PC (Cadmium),00:07:33,Not latest view,TR (Turkey)
Onur ps5,2020-11-25 21:29:39,00:36:20,,GLOW: 1. Sezon: Pilot Bölüm (Bölüm 1),,Chrome PC (Cadmium),00:36:00,00:36:00,TR (Turkey)
Onur ps5,2020-11-22 21:41:37,01:04:25,,The Queen's Gambit: Mini Dizi: Oyun Sonu (Bölüm 7),,Chrome PC (Cadmium),01:04:11,01:04:11,TR (Turkey)
Onur ps5,2020-11-22 21:06:29,00:34:26,,The Queen's Gambit: Mini Dizi: Erteleme Maçı (Bölüm 6),,Chrome PC (Cadmium),00:57:17,00:57:17,TR (Turkey)
Onur ps5,2020-11-22 17:44:41,00:19:07,,The Queen's Gambit: Mini Dizi: Erteleme Maçı (Bölüm 6),,Apple iPhone XR,00:20:01,Not latest view,TR (Turkey)
Onur ps5,2020-11-22 01:21:30,00:38:40,,The Queen's Gambit: Mini Dizi: Çatal (Bölüm 5),,Apple iPhone XR,00:45:30,00:45:30,TR (Turkey)
Onur ps5,2020-11-22 00:15:59,00:45:43,,The Queen's Gambit: Mini Dizi: Oyun Ortası (Bölüm 4),,Chrome PC (Cadmium),00:45:49,00:45:49,TR (Turkey)
Onur ps5,2020-11-21 23:25:47,00:43:28,,The Queen's Gambit: Mini Dizi: Duble Piyonlar (Bölüm 3),,Chrome PC (Cadmium),00:43:35,00:43:35,TR (Turkey)
Onur ps5,2020-11-21 22:19:34,01:02:26,,The Queen's Gambit: Mini Dizi: Değişimler (Bölüm 2),,Chrome PC (Cadmium),01:02:26,01:02:26,TR (Turkey)
Onur ps5,2020-11-21 22:19:27,00:00:05,,The Queen's Gambit: Mini Dizi: Açılışlar (Bölüm 1),,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
